Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2858.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
2859.0,Varicose veins, fatigue, cramps, bruising, obesity
2860.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2861.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2862.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2863.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2864.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2865.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2866.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2867.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2868.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2869.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2870.0,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2871.0,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2872.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2873.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2874.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2875.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2876.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2877.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
2878.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2879.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2880.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2881.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2882.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2883.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2884.0,Jaundice,itching, vomiting, fatigue, weight_loss
2885.0,Malaria, chills, vomiting, high_fever, sweating
2886.0,Chicken pox,itching, skin_rash, fatigue, lethargy
2887.0,Dengue, skin_rash, chills, joint_pain, vomiting
2888.0,Typhoid, chills, vomiting, fatigue, high_fever
2889.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2890.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2891.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2892.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2893.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2894.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2895.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
2896.0,Common Cold, continuous_sneezing, chills, fatigue, cough
2897.0,Pneumonia, chills, fatigue, cough, high_fever
2898.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2899.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
2900.0,Varicose veins, fatigue, cramps, bruising, obesity
2901.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2902.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2903.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2904.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2905.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2906.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2907.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2908.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2909.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2910.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2911.0,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2912.0,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2913.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2914.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2915.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2916.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2917.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2918.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
2919.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2920.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2921.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2922.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2923.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2924.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2925.0,Jaundice,itching, vomiting, fatigue, weight_loss
2926.0,Malaria, chills, vomiting, high_fever, sweating
2927.0,Chicken pox,itching, skin_rash, fatigue, lethargy
2928.0,Dengue, skin_rash, chills, joint_pain, vomiting
2929.0,Typhoid, chills, vomiting, fatigue, high_fever
2930.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2931.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2932.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2933.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2934.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2935.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2936.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
2937.0,Common Cold, continuous_sneezing, chills, fatigue, cough
2938.0,Pneumonia, chills, fatigue, cough, high_fever
2939.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2940.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
2941.0,Varicose veins, fatigue, cramps, bruising, obesity
2942.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2943.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2944.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2945.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2946.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2947.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2948.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2949.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2950.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2951.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2952.0,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2953.0,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2954.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2955.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2956.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2957.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2958.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
2959.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
2960.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
2961.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2962.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2963.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2964.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2965.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2966.0,Jaundice,itching, vomiting, fatigue, weight_loss
2967.0,Malaria, chills, vomiting, high_fever, sweating
2968.0,Chicken pox,itching, skin_rash, fatigue, lethargy
2969.0,Dengue, skin_rash, chills, joint_pain, vomiting
2970.0,Typhoid, chills, vomiting, fatigue, high_fever
2971.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2972.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2973.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2974.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2975.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2976.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2977.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
2978.0,Common Cold, continuous_sneezing, chills, fatigue, cough
2979.0,Pneumonia, chills, fatigue, cough, high_fever
2980.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2981.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
2982.0,Varicose veins, fatigue, cramps, bruising, obesity
2983.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2984.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2985.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2986.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
2987.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
2988.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
2989.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
2990.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
2991.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
2992.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
2993.0,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
2994.0,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
2995.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
2996.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
2997.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
2998.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
2999.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3000.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
3001.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3002.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3003.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3004.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3005.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3006.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3007.0,Jaundice,itching, vomiting, fatigue, weight_loss
3008.0,Malaria, chills, vomiting, high_fever, sweating
3009.0,Chicken pox,itching, skin_rash, fatigue, lethargy
3010.0,Dengue, skin_rash, chills, joint_pain, vomiting
3011.0,Typhoid, chills, vomiting, fatigue, high_fever
3012.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3013.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3014.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3015.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3016.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3017.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3018.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
3019.0,Common Cold, continuous_sneezing, chills, fatigue, cough
3020.0,Pneumonia, chills, fatigue, cough, high_fever
3021.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3022.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
3023.0,Varicose veins, fatigue, cramps, bruising, obesity
3024.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3025.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3026.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3027.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3028.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3029.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3030.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3031.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3032.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3033.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3034.0,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3035.0,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3036.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3037.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3038.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3039.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3040.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3041.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
3042.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3043.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3044.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3045.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3046.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3047.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3048.0,Jaundice,itching, vomiting, fatigue, weight_loss
3049.0,Malaria, chills, vomiting, high_fever, sweating
3050.0,Chicken pox,itching, skin_rash, fatigue, lethargy
3051.0,Dengue, skin_rash, chills, joint_pain, vomiting
3052.0,Typhoid, chills, vomiting, fatigue, high_fever
3053.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3054.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3055.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3056.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3057.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3058.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3059.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
3060.0,Common Cold, continuous_sneezing, chills, fatigue, cough
3061.0,Pneumonia, chills, fatigue, cough, high_fever
3062.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3063.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
3064.0,Varicose veins, fatigue, cramps, bruising, obesity
3065.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3066.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3067.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3068.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3069.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3070.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3071.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3072.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3073.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3074.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3075.0,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3076.0,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3077.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3078.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3079.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3080.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3081.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3082.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
3083.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3084.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3085.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3086.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3087.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3088.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3089.0,Jaundice,itching, vomiting, fatigue, weight_loss
3090.0,Malaria, chills, vomiting, high_fever, sweating
3091.0,Chicken pox,itching, skin_rash, fatigue, lethargy
3092.0,Dengue, skin_rash, chills, joint_pain, vomiting
3093.0,Typhoid, chills, vomiting, fatigue, high_fever
3094.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3095.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3096.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3097.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3098.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3099.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3100.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
3101.0,Common Cold, continuous_sneezing, chills, fatigue, cough
3102.0,Pneumonia, chills, fatigue, cough, high_fever
3103.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3104.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
3105.0,Varicose veins, fatigue, cramps, bruising, obesity
3106.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3107.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3108.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3109.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3110.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3111.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3112.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3113.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3114.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3115.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3116.0,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3117.0,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3118.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3119.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3120.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3121.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3122.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3123.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
3124.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3125.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3126.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3127.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3128.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3129.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3130.0,Jaundice,itching, vomiting, fatigue, weight_loss
3131.0,Malaria, chills, vomiting, high_fever, sweating
3132.0,Chicken pox,itching, skin_rash, fatigue, lethargy
3133.0,Dengue, skin_rash, chills, joint_pain, vomiting
3134.0,Typhoid, chills, vomiting, fatigue, high_fever
3135.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3136.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3137.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3138.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3139.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3140.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3141.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
3142.0,Common Cold, continuous_sneezing, chills, fatigue, cough
3143.0,Pneumonia, chills, fatigue, cough, high_fever
3144.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3145.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
3146.0,Varicose veins, fatigue, cramps, bruising, obesity
3147.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3148.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3149.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3150.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3151.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3152.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3153.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3154.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3155.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3156.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3157.0,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3158.0,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3159.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3160.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3161.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3162.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3163.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3164.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
3165.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3166.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3167.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3168.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3169.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3170.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3171.0,Jaundice,itching, vomiting, fatigue, weight_loss
3172.0,Malaria, chills, vomiting, high_fever, sweating
3173.0,Chicken pox,itching, skin_rash, fatigue, lethargy
3174.0,Dengue, skin_rash, chills, joint_pain, vomiting
3175.0,Typhoid, chills, vomiting, fatigue, high_fever
3176.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3177.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3178.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3179.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3180.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3181.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3182.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
3183.0,Common Cold, continuous_sneezing, chills, fatigue, cough
3184.0,Pneumonia, chills, fatigue, cough, high_fever
3185.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3186.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
3187.0,Varicose veins, fatigue, cramps, bruising, obesity
3188.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3189.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3190.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3191.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3192.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3193.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
3194.0,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
3195.0,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
3196.0,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
3197.0,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
3198.0,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
3199.0,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
3200.0,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
3201.0,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
3202.0,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
3203.0,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
3204.0,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
3205.0,Diabetes , fatigue, weight_loss, restlessness, lethargy
3206.0,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
3207.0,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
3208.0,Hypertension , headache, chest_pain, dizziness, loss_of_balance
3209.0,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
3210.0,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
3211.0,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
3212.0,Jaundice,itching, vomiting, fatigue, weight_loss
3213.0,Malaria, chills, vomiting, high_fever, sweating
3214.0,Chicken pox,itching, skin_rash, fatigue, lethargy
3215.0,Dengue, skin_rash, chills, joint_pain, vomiting
3216.0,Typhoid, chills, vomiting, fatigue, high_fever
3217.0,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
3218.0,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
3219.0,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
3220.0,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
3221.0,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
3222.0,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
3223.0,Tuberculosis, chills, vomiting, fatigue, weight_loss
3224.0,Common Cold, continuous_sneezing, chills, fatigue, cough
3225.0,Pneumonia, chills, fatigue, cough, high_fever
3226.0,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
3227.0,Heart attack, vomiting, breathlessness, sweating, chest_pain
3228.0,Varicose veins, fatigue, cramps, bruising, obesity
3229.0,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
3230.0,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
3231.0,Hypoglycemia, vomiting, fatigue, anxiety, sweating
3232.0,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
3233.0,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
3234.0,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
